Timestamp,Throughput
05-01-23 00:00:00,909640180.0
05-01-23 06:00:00,920598772.0
05-01-23 12:00:00,903086712.0
05-01-23 18:00:00,915540441.5
06-01-23 00:00:00,913142825.5
06-01-23 06:00:00,909589070.0
06-01-23 12:00:00,897212439.0
06-01-23 18:00:00,908383886.0
07-01-23 00:00:00,919366646.5
07-01-23 06:00:00,908590059.0
07-01-23 12:00:00,921778883.0
07-01-23 18:00:00,909903143.0
08-01-23 00:00:00,915425999.3333334
08-01-23 06:00:00,934963304.0
08-01-23 12:00:00,921434962.0
08-01-23 18:00:00,921254087.0
09-01-23 00:00:00,914673830.5
09-01-23 06:00:00,921856650.0
09-01-23 12:00:00,920601441.0
09-01-23 18:00:00,910557315.2174113
10-01-23 00:00:00,908333138.0
10-01-23 06:00:00,910787397.5195693
10-01-23 12:00:00,918239081.5
10-01-23 18:00:00,912188490.1113695
11-01-23 00:00:00,917297220.0
11-01-23 06:00:00,913647824.8422585
11-01-23 12:00:00,919255601.0
11-01-23 18:00:00,863293958.0
12-01-23 00:00:00,920653111.0
12-01-23 06:00:00,914883886.0
12-01-23 12:00:00,924033220.5
12-01-23 18:00:00,915618906.1518434
13-01-23 00:00:00,863422372.0
13-01-23 06:00:00,925457382.3333334
13-01-23 12:00:00,922066504.0
13-01-23 18:00:00,914019360.5
14-01-23 00:00:00,914044835.5
14-01-23 06:00:00,920578059.0
14-01-23 12:00:00,922278341.0
14-01-23 18:00:00,919706975.0
15-01-23 00:00:00,921621227.5
15-01-23 06:00:00,920230527.0
15-01-23 12:00:00,919078380.0
15-01-23 18:00:00,921018387.0
16-01-23 00:00:00,913021150.5
16-01-23 06:00:00,922338032.0
16-01-23 12:00:00,906624784.0
16-01-23 18:00:00,909195216.5
17-01-23 00:00:00,920284382.0
17-01-23 06:00:00,914103363.8547289
17-01-23 12:00:00,919917288.0
17-01-23 18:00:00,920468801.5
18-01-23 00:00:00,919706883.0
18-01-23 06:00:00,906390227.0
18-01-23 12:00:00,920859857.0
18-01-23 18:00:00,922276450.0
19-01-23 00:00:00,919598071.0
19-01-23 06:00:00,920364702.5
19-01-23 12:00:00,922063230.0
19-01-23 18:00:00,910403421.0585964
20-01-23 00:00:00,923744689.0
20-01-23 06:00:00,912523994.0
20-01-23 12:00:00,907901493.7717515
20-01-23 18:00:00,920178926.5
21-01-23 00:00:00,914654600.488121
21-01-23 06:00:00,914669223.7891885
21-01-23 12:00:00,931555710.0
21-01-23 18:00:00,910740411.0
22-01-23 00:00:00,919579449.5
22-01-23 06:00:00,914543260.0
22-01-23 12:00:00,903821574.0
22-01-23 18:00:00,919548469.0
23-01-23 00:00:00,903270748.0
23-01-23 06:00:00,881014656.0
23-01-23 12:00:00,894226775.0
23-01-23 18:00:00,914332646.5
24-01-23 00:00:00,918396827.5
24-01-23 06:00:00,887168703.0
24-01-23 12:00:00,888352876.0
24-01-23 18:00:00,915635046.0
25-01-23 00:00:00,903663337.2297773
25-01-23 06:00:00,907648478.5
25-01-23 12:00:00,908776114.0
25-01-23 18:00:00,919082516.0
26-01-23 00:00:00,906469967.0
26-01-23 06:00:00,921018295.0
26-01-23 12:00:00,912103668.0
