Timestamp,Throughput
22-03-23 06:00:00,928068709.5
22-03-23 12:00:00,925685623.0
22-03-23 18:00:00,915355723.0
23-03-23 00:00:00,912579890.0
23-03-23 06:00:00,925670010.0
23-03-23 12:00:00,926524116.0
23-03-23 18:00:00,921072382.0
24-03-23 00:00:00,914570913.0
24-03-23 06:00:00,914517890.0
24-03-23 12:00:00,926087181.0
24-03-23 18:00:00,915541964.0
25-03-23 00:00:00,915783024.5000001
25-03-23 06:00:00,916024085.0
25-03-23 12:00:00,913102217.0
25-03-23 18:00:00,913263705.0
26-03-23 00:00:00,922646749.3333334
26-03-23 06:00:00,918712065.6666669
26-03-23 12:00:00,914777382.0
26-03-23 18:00:00,915488781.0
27-03-23 00:00:00,918445815.5
27-03-23 06:00:00,914158517.0
27-03-23 12:00:00,920079810.2500001
27-03-23 18:00:00,926001103.5
28-03-23 00:00:00,913996114.0
28-03-23 06:00:00,926864993.0
28-03-23 12:00:00,925004972.0
28-03-23 18:00:00,919905366.0
29-03-23 00:00:00,923747876.0
